0000 
008192 
0.0000000000000000E+00 
    10    0X1P-13    -0X1.476CDC2EF5CCCP+0 -0X1.34DF9C89B48DBP+0 -0X1.A6C40FD31B0DAP-1    -0X1.5AB763D03A43BP-2 -0X1.B41A663C6297BP-2 0X1.AF2E49055573BP-2    NAN
    11    0X1P-13    0X1.28710BE414DEFP+0 -0X1.05C9BCB70FC67P-1 0X1.CE4691F8C6F3EP+0    -0X1.08C7DFB4B398CP-2 -0X1.CBED9723D707FP-3 0X1.064BAB802774EP-3    NAN
    12    0X1P-13    -0X1.8CA5AF8D82F58P-3 -0X1.71FB15F34710DP-3 0X1.30BA44DF88F19P-1    0X1.326675C2C4149P-3 -0X1.AE6BFEBFA00BBP-2 -0X1.F9D60B3D89363P-4    NAN
    13    0X1P-13    0X1.B74A69D15C094P-1 -0X1.A9FA031B636BEP+0 -0X1.A5B8E32CAB765P+0    0X1.E3D779E30FB6FP-3 -0X1.9E24DEFDB4A21P-2 0X1.5CDFA38792B12P-4    NAN
    14    0X1P-13    -0X1.1CEF8338BBA9AP-5 -0X1.6CBE2D7904A6EP-2 0X1.A4B4054B21A75P-1    -0X1.7862E1DD60A77P-5 0X1.55C5674BEEE3CP-1 0X1.2747DB3BE47EDP-2    NAN
    15    0X1P-13    -0X1.D92AE481857DFP-4 -0X1.25E30029489BFP-3 -0X1.26B0390461573P-2    0X1.D8354F6127EBDP-1 0X1.72C52605E235EP-3 0X1.F790B69C7322FP-2    NAN
    16    0X1P-13    -0X1.4327E11E3E17EP-3 0X1.2E63AADC3D5AEP-2 -0X1.96C9AA3A09625P-2    -0X1.1C48310C446D3P-1 0X1.5D43711C7BC0FP-3 0X1.37CC81A363591P-1    NAN
    17    0X1P-13    0X1.3C221DEF29271P-5 0X1.FA859A295705EP-3 -0X1.14D5AADC909BDP-1    0X1.162EBCF67F304P-2 0X1.B5F8F1B02D42AP-1 0X1.415D1939DE03FP-2    NAN
    18    0X1P-13    0X1.2DE76D6553B4CP-2 -0X1.FD00A26C3CF5DP-3 0X1.63AE752C10AE7P-1    0X1.24CBC6BCB8205P-4 -0X1.B73339927416CP-3 -0X1.59BD6270D51C7P-1    NAN
    19    0X1P-13    -0X1.39C9D0CB5863DP-2 -0X1.23D0904914416P+0 0X1.708CAC5214B7FP+0    0X1.09286FDF700B9P-4 -0X1.F58275E70A9EDP-3 -0X1.DF49D2DC9C63DP-2    NAN
    20    0X1P-13    -0X1.C462EBDC35081P-2 -0X1.02BFF7ABBAE25P+0 0X1.86426509EB613P-1    -0X1.6A0BD81F53B65P-3 -0X1.6BD9C5922DE33P-4 0X1.277533381D4E6P-3    NAN
    21    0X1P-13    -0X1.214F9880B5C85P-2 -0X1.2E67F8ABD6881P-2 0X1.2809A58DA41EFP-4    0X1.66B67EE499B2CP-1 0X1.872691F12B33P-3 0X1.D718EAEA881FDP-1    NAN
    22    0X1P-13    0X1.65D9C4CBA59AAP-2 0X1.4B398454D9052P-2 -0X1.C2FE42682D3B8P-4    0X1.3760AF9EF5D83P-3 0X1.A97019BDB2802P-4 -0X1.77772BC9A6D66P-4    NAN
    23    0X1P-13    0X1.03FABCE831958P-1 0X1.398777BE2AF9DP+1 -0X1.B2DF2369496F2P-2    -0X1.93F65C3980966P-3 -0X1.9E68889D3A2CBP-4 -0X1.065393392AC02P-1    NAN
    24    0X1P-13    0X1.1147D09795726P-1 -0X1.D1340EC495574P+0 -0X1.F7E6921541EEP-1    0X1.B1F19FD550989P-9 -0X1.25E4D96940A05P-2 0X1.B5C296597D0ADP-2    NAN
    25    0X1P-13    0X1.FA464148317CP-3 0X1.0A640A325557CP-1 0X1.0AFA30A8D8C91P-2    -0X1.0D23796D519FBP-3 0X1.D3BF62EAD44AFP-6 0X1.3743F8B3CCCB6P-2    NAN
    26    0X1P-13    -0X1.864841D48578BP-1 -0X1.C8F6B41CD01CP-2 0X1.B731B4DF9C011P-1    -0X1.F879B95A0D39DP-2 -0X1.E437F8F6B19CBP-3 0X1.7AFB250AA8CE2P-4    NAN
    27    0X1P-13    -0X1.A68D5477A8089P-2 0X1.C921FDCBD40CEP-4 -0X1.C5D25C91300B7P+0    0X1.2C081FDE4AC23P-3 -0X1.A397C72AA7216P-2 0X1.29DDBA82DB026P-2    NAN
    28    0X1P-13    0X1.175A38398780DP-3 -0X1.654F595FAD542P-2 0X1.1AA9C8BED80EFP-2    0X1.0450710DDEAEFP-1 -0X1.BBDF99C005D03P-3 -0X1.13A0C4609D33CP-1    NAN
    29    0X1P-13    -0X1.3D6FEAE2397B3P-5 0X1.5DEFF767F2F8FP-6 0X1.132D673FB8928P-2    0X1.5D005BF04560AP-2 -0X1.B16802517F119P-3 0X1.CC36A43C55D2P-2    NAN
    30    0X1P-13    -0X1.266968DB0AE0AP+1 0X1.18E4CCD4B8E37P+1 0X1.F82CE298B68ABP+1    -0X1.4A7EFAF327955P-5 0X1.BC4CE49214CBEP-3 0X1.3185D289CA588P-3    NAN
    31    0X1P-13    -0X1.6F3331EED8247P-1 0X1.C453C4F904491P-6 0X1.5182A79A0C1D1P-2    0X1.2F6D63918F9CP-2 0X1.1B9C49A9D2BA1P-2 -0X1.A139F13180454P-3    NAN
    32    0X1P-13    0X1.3C50489498D44P-4 0X1.B97B55B7DF689P-7 0X1.495415BC63F21P-3    0X1.018FB73B14FF8P-1 -0X1.11B602A5B2DC3P-2 -0X1.5F0E227232905P-1    NAN
    33    0X1P-13    0X1.B10031E4F8696P-4 0X1.855163F6B69AAP-2 0X1.F0C01932E7F67P-2    -0X1.AF90A18029485P-2 0X1.AE2CA51A81ACCP-3 -0X1.F4E34CF0DFFBEP-1    NAN
    34    0X1P-13    -0X1.73C86F3EAF6EBP-3 0X1.9A8C84D3748CCP-5 -0X1.0409601AA587EP-1    -0X1.11A8055044672P-1 -0X1.88CA5A09A01A3P-1 0X1.53A264EA1A06DP-3    NAN
    35    0X1P-13    -0X1.64FB717478DC6P-3 0X1.172B22CEA70D9P-3 0X1.17BBCE25CB0F2P-2    -0X1.B2770A82C3A86P-4 0X1.C6653EB085B93P-2 -0X1.B8F953347AEB6P-3    NAN
    36    0X1P-13    0X1.341B51A8ABF3DP-1 0X1.2EA0B282E6089P+0 0X1.1196AC5374135P+1    -0X1.889A58458EF58P-4 -0X1.AA39153270A83P-3 0X1.63A526BDEABC2P-4    NAN
    37    0X1P-13    -0X1.CB202135EE3F9P-1 -0X1.CB717235333DCP-1 -0X1.56836111A7D02P-6    -0X1.C5205343EA3A6P-2 -0X1.45D00E39EC3C8P-4 0X1.16C6D6A821DABP-1    NAN
    38    0X1P-13    0X1.C3E348784B0B8P-2 -0X1.38804BB452D9AP-3 0X1.054501E953F7CP-3    0X1.97F979E9DECC6P-1 -0X1.06133AA80F316P-1 -0X1.626ECA51BD71BP-2    NAN
    39    0X1P-13    0X1.33F64B32036E8P-2 0X1.980A19BA1B039P-3 -0X1.7AD72B3289F4BP-3    0X1.2EEC7DD07AF4P-1 0X1.2437060395C24P-3 -0X1.67E2DFF53B932P-9    NAN
    40    0X1P-13    -0X1.4EC7EB19D93D6P-3 -0X1.04D221062FBC6P-2 0X1.88A7C0109C841P+0    0X1.3310BCB972EEBP-4 -0X1.1307A34864E2P-1 0X1.0C1D456DFE4B7P-1    NAN
    41    0X1P-13    0X1.8DD6C6A8C119CP-3 0X1.E6953C0E420FDP-3 0X1.BFA0D6D6CA13AP-4    -0X1.5B6E7C7D306A6P-1 0X1.0D2B487825AA4P-1 -0X1.4E2561C83181DP-1    NAN
    42    0X1P-13    0X1.228534D2609A4P-1 0X1.43B118318216DP-1 0X1.635DBDE2F668AP-4    0X1.D0AFF4E9E906FP-2 0X1.D032827C32BFFP-6 -0X1.26B6B72656B53P-5    NAN
    43    0X1P-13    0X1.05B367494FE7P-3 -0X1.2FE84CFCBB34P-1 -0X1.F99722D9B7DFCP-3    -0X1.3D247C2404B0BP-3 -0X1.AA94CBDCC8C9DP-2 -0X1.4FE2630772273P-1    NAN
    44    0X1P-13    -0X1.D665D096BA893P-2 -0X1.AC67F89F05CAP-1 0X1.7A45ABDCB821BP+0    -0X1.318EB003966D6P-5 0X1.7B446F46A2BD5P-3 0X1.48F9A5202C9F9P-1    NAN
    45    0X1P-13    0X1.85F5D17D6C862P-5 -0X1.8DEE4D7BD656EP-5 -0X1.F3E63928B8EBBP-4    -0X1.97AEBD3C8BDF9P-3 -0X1.26C67B3502AA6P-3 0X1.69F330F0EAB98P-2    NAN
    46    0X1P-13    0X1.15459609FB2D4P-1 0X1.14F04708F71AP-3 0X1.7C43B6D005B69P-1    -0X1.ED492262BB41FP-8 0X1.3845A7568B848P-1 -0X1.CFB0B012DF573P-2    NAN
    47    0X1P-13    0X1.C2525902F64B4P-3 -0X1.57252DFCEA2EEP-4 -0X1.1CC501A3AC68FP-2    0X1.E8AA77907C063P-2 -0X1.287F010B0744BP-1 -0X1.41095AC504F4AP-1    NAN
    48    0X1P-13    -0X1.1C47382D57294P-3 -0X1.7F260E6C6A50FP-2 -0X1.BB22B132E31B9P-3    0X1.B352FC0C0A8FP-3 0X1.01842288999A8P-5 -0X1.5053EEE858B92P-2    NAN
    49    0X1P-13    -0X1.2FA490E3D049P-5 0X1.ABDCD4E22321CP-2 -0X1.2F8DE37F607CFP-3    -0X1.8B0EB330B2B41P-3 -0X1.74A7646FAC97CP-1 -0X1.535F4657965C6P-4    NAN
    50    0X1P-13    -0X1.38A3DFE557689P-1 -0X1.4BBE825206674P-1 0X1.0FACE812BF8FFP-3    -0X1.7B280B2AAB231P-3 -0X1.D8E4E0BE5DCAEP-2 0X1.6AB3ED790DFDAP-2    NAN
    51    0X1P-13    0X1.CEA3D720D4106P-4 -0X1.045759D498527P-6 0X1.B9BF496F5091P-3    0X1.5BC0C7B95104CP-4 0X1.223F6B7ABAD09P-2 -0X1.ECC4CFC87A597P-4    NAN
    52    0X1P-13    -0X1.D2AE8D659996EP-2 0X1.C1931684019F6P-4 0X1.13EB77B1D14DFP-3    -0X1.058339A833D1EP-1 0X1.2B67FD4441B4DP-1 0X1.168FC37E33B76P-2    NAN
    53    0X1P-13    -0X1.12583F6B7D4DCP-3 0X1.B191AFB100582P-6 0X1.8ADB93B083188P-4    0X1.333E5FE4A97FCP-1 0X1.55D8A4F31B333P-4 -0X1.7BE484DB4FA01P-2    NAN
    54    0X1P-13    0X1.31851B58CEA5DP-3 0X1.3F3E5338CAA51P+0 -0X1.D4FFC24ECBC5P+2    -0X1.D90CDF3633766P-3 -0X1.C6AC44D77285P-3 0X1.1C0EAFDAE9ABCP-3    NAN
    55    0X1P-13    0X1.F4B1E5B36810DP-3 -0X1.73701C53494CCP-1 0X1.71E0EC1CBD795P+0    0X1.1878466F47E66P-1 0X1.C9D2B00ACD9BBP-5 -0X1.C1294B71AC44P-2    NAN
    56    0X1P-13    -0X1.8AD889ECFCD29P-3 0X1.4A59ACBA2F9A8P-8 0X1.E61365CE27895P-2    0X1.DEF8D53D9A3BDP-2 -0X1.D0687FEE958F4P-8 0X1.2476808189E9AP-1    NAN
    57    0X1P-13    0X1.F46D2505C7E4CP-3 0X1.692E6432C4F66P-7 0X1.152D2FF07919DP-2    -0X1.F55364FBE8D62P-3 0X1.0B1D02702B54CP+0 -0X1.7E3BF6846180BP-2    NAN
    58    0X1P-13    0X1.C5AC348FF3319P-4 0X1.81C770B91EFBBP-4 -0X1.CB1248C1A3CP-5    -0X1.2B6347BE171BAP-3 -0X1.2E8CEFFA08DD2P-4 -0X1.026B72E1D851FP-5    NAN
    59    0X1P-13    -0X1.35E5C9E27B221P-1 0X1.2B23C4EDB8A15P-1 -0X1.86C4642DA4A0BP-1    0X1.A56BEEBF78F7EP-4 0X1.BFFBF868E1DABP-1 0X1.1C8363859C75AP-3    NAN
    60    0X1P-13    -0X1.89A1B30961A2AP-4 -0X1.D1BD6A2FE56E5P-3 0X1.27FBAC04843F1P-2    -0X1.42B75538CABC9P-2 -0X1.96B463D320EB8P-1 -0X1.6B759FAFBF021P-2    NAN
    61    0X1P-13    0X1.0775B866B189DP-2 -0X1.FD9BBEDDA1DF4P-2 -0X1.BB900A108B5D3P-3    -0X1.D85C98CDDD93CP-4 -0X1.52693BE5F533AP-1 0X1.648A7DB44EF87P-1    NAN
    62    0X1P-13    0X1.DBF096BACC825P-1 -0X1.12A50E5D450D7P+1 -0X1.093D0A8B02E2DP-1    0X1.16AD0303EB872P-6 -0X1.07B3276BEF631P-3 0X1.44F02153E8F09P-2    NAN
    63    0X1P-13    0X1.5CBA80537AD4FP-3 0X1.BADF9AC104225P-2 0X1.B9CA42F7DDC3P-2    -0X1.F3A9C7F57D709P-3 0X1.AA5138A6D5E57P-1 0X1.425C92712AC4BP-2    NAN
    64    0X1P-13    0X1.DE9026571869AP+0 -0X1.0DB379462089EP-3 -0X1.33629C4F49255P-2    0X1.346D2DE85E31CP-1 0X1.8D99E272EC5DCP-5 -0X1.2E84EDBACA833P-2    NAN
    65    0X1P-13    -0X1.01A5F51C8C8E2P-2 -0X1.3F8957D89FB04P-2 0X1.DE4E4DF626647P-2    -0X1.E65FBBE8A4413P-3 0X1.11CA162B55211P-1 0X1.3F7CB12A8C165P-3    NAN
    66    0X1P-13    -0X1.16ACC8EF51AECP-2 0X1.88771ACD97844P+0 0X1.41CC000C183FCP+0    -0X1.21E7D33041CC6P-2 -0X1.5D5A9D271AB1DP-5 0X1.3C85382294E06P-3    NAN
    67    0X1P-13    0X1.5DCC43B0C9C0EP+0 -0X1.D65228CCF2A12P+0 -0X1.88540E7E74C59P-2    -0X1.2FB24D7B202B8P-4 0X1.BD1BABDE1786P-5 0X1.829E1DD66B6F8P-2    NAN
    68    0X1P-13    0X1.4F9EC5B4E349CP+0 0X1.3B43DE861F1B7P+0 0X1.841AD3E84B73P-2    -0X1.55BAEC99DE677P-2 0X1.9CBF8F9ED7423P-5 -0X1.DB6A9874EAD59P-3    NAN
    69    0X1P-13    -0X1.943019AF13798P-1 -0X1.B5D363C94075DP-2 -0X1.B3CD7EC01A10BP-2    0X1.116DBA0640EA2P-4 -0X1.2B77D0B1B3486P-2 -0X1.6C2C5484C6C7CP-2    NAN
    70    0X1P-13    0X1.220D3A244F32DP-3 0X1.602AF19F96693P-2 -0X1.C9C02BB0989D7P-2    0X1.0983232CC5A41P-2 0X1.FD34C3218DD73P-4 0X1.EBA09E93C4456P-4    NAN
    71    0X1P-13    -0X1.D25D52E7C3993P-3 -0X1.0B036AE30106FP-3 -0X1.56D29EE684066P-6    0X1.2489D25CB9BE9P-5 -0X1.D651058FE4BECP-2 0X1.E9297B649CE42P-8    NAN
    72    0X1P-13    -0X1.6A74761E04B41P-1 -0X1.35C673A9C1DF3P-3 -0X1.6334B326C881AP-4    -0X1.7F132F00DEE91P-4 -0X1.013F0CCDEA6D5P-2 0X1.02BA906EF1FF3P-4    NAN
    73    0X1P-13    0X1.56C0380589E12P-2 0X1.E7FBC11FB141P-4 -0X1.0B0E95CF716C3P-2    -0X1.2E8E7C53B3B4FP-3 -0X1.AFB4B14568498P-2 -0X1.8CB67A1E794A2P-2    NAN
    74    0X1P-13    0X1.24CADF263082P-3 -0X1.591923CA4B4C1P-4 0X1.C9C196601CEC2P-1    -0X1.84CA808E2C21FP-2 0X1.A79380BF16B8AP-2 -0X1.FEDD3603D9649P-6    NAN
    75    0X1P-13    0X1.1742BFE98DAB8P+0 -0X1.7391ACD73184AP-1 -0X1.C382792500FA1P-1    -0X1.658C1FCAEDB27P-3 -0X1.7633BE41FCB61P-3 -0X1.2E872766E23A1P-3    NAN
    76    0X1P-13    -0X1.2BF67A13D94AFP-1 0X1.44DB4BDC0FC85P+0 -0X1.954D5FFA20DE2P-3    -0X1.2B0DD4BB79198P-10 0X1.613AA6C1336D5P-2 0X1.EA204DFFD7D0AP-3    NAN
    77    0X1P-13    0X1.6DF3A72B71BB8P-2 0X1.A354D3138368P+0 0X1.5F6E124F59AAAP+0    -0X1.2EA0EC648E79DP-2 0X1.3232ECE122696P-3 -0X1.00B6C9AB78709P-2    NAN
    78    0X1P-13    0X1.3D501BC4A4AB1P-2 -0X1.2B40E1B735296P-4 0X1.0DFBC78024A03P-4    -0X1.20F91EDF4C88DP-1 0X1.E626D37BDF136P-2 -0X1.8A61120EF11FDP-2    NAN
    79    0X1P-13    -0X1.7B0C94182387BP-3 -0X1.48F7F96C8C4E1P-2 -0X1.104471F4DF08AP-2    0X1.671CA7A1926C3P-3 -0X1.94798EC4700C2P-3 -0X1.81B2DD6806318P-2    NAN
    80    0X1P-13    0X1.870E244507508P-6 -0X1.2FB77C2725128P-2 0X1.384C21DC63349P-2    0X1.ACA31861219B5P-2 0X1.000552BCDE284P-1 -0X1.0494366E96F92P-5    NAN
    81    0X1P-13    0X1.31D2C164DE51AP+0 -0X1.E3FF2183B5B88P-2 0X1.BF2B71B8231D5P-1    0X1.7CED9DA9BE4EBP-4 0X1.E22E4048B6C5CP-3 0X1.3B20D31A77847P-4    NAN
    82    0X1P-13    0X1.60AC0843A2505P+0 -0X1.6AB6BD8073E6P-1 -0X1.16DF0D9569F72P-2    0X1.0E09CBFC8AA4CP-2 0X1.4A7DCE9C73EA7P-1 0X1.46F97CB807327P-4    NAN
    83    0X1P-13    0X1.233F3DA409B39P+0 0X1.B51D18BCA8E3AP-1 0X1.6687E1247CF28P-3    -0X1.44B4785DD8BF3P-4 -0X1.AF48FA2D54941P-4 0X1.11345C09572ECP-2    NAN
    84    0X1P-13    -0X1.0B8B128A45BF5P+1 0X1.245F6712F11CDP-1 0X1.B4C0B537D6003P+0    -0X1.DF79329EAD2B5P-4 0X1.CCF2FAEA34B3P-12 -0X1.D1B6E5DD8833AP-5    NAN
    85    0X1P-13    -0X1.84BD3A0E104FAP-3 0X1.BED2B3DA1FB92P-2 -0X1.26F76537CB5ECP-1    -0X1.34CD878F523A9P-3 0X1.58E01FAD8DAB9P-1 -0X1.491CCB0F8E6BAP-2    NAN
    86    0X1P-13    -0X1.E262A8AE28576P-6 -0X1.72242E154273CP-3 0X1.3CD7FDACEB771P-3    -0X1.936B5CBE6D084P-3 0X1.0DCB6A11076C8P-2 0X1.2C2D0CF5CFB51P-2    NAN
    87    0X1P-13    -0X1.2B1878575367BP-1 -0X1.FA9FEF5C3411AP-2 -0X1.50190B4A35E13P-1    -0X1.ED3146AA54239P-6 -0X1.50C6FA5B18CBP-3 0X1.267C38D18ADC6P-2    NAN
    88    0X1P-13    -0X1.0AD658A7E557AP-2 0X1.607331F2E87C8P-3 0X1.ED312B0BAE135P-3    -0X1.833A8FA586018P-1 -0X1.FAEAFB175D04AP-1 -0X1.12EF98A550119P-6    NAN
    89    0X1P-13    -0X1.592F6D626AD03P-2 0X1.E072B2EFD4A49P-2 -0X1.BC4ED30F7335CP-1    -0X1.204A9EE64B42CP-1 -0X1.166D63F52BF0DP-2 0X1.87296C0531DB8P-2    NAN
    90    0X1P-13    0X1.136AAFC76CCC1P-2 0X1.A54ED37508C0AP+0 -0X1.2F88D223B61FEP-2    -0X1.3CA28DFFE8FCFP-1 -0X1.2A45BF33BEED8P-3 0X1.2B35D37A408F1P-2    NAN
    91    0X1P-13    -0X1.0D761AA95373FP-1 -0X1.725D48E1D9479P-2 0X1.3D4C52A6EBC15P-2    0X1.640A7181E7B9AP-3 -0X1.EF147FFC0B5F7P-3 -0X1.A83F69F868724P-5    NAN
    92    0X1P-13    0X1.5E912E00A43D5P-2 0X1.2240625D9121EP+0 -0X1.6A8E96757E25P-11    -0X1.2C46672770C9FP-2 0X1.374A79B950AD8P-1 -0X1.C45D848232014P-2    NAN
    93    0X1P-13    0X1.3ADC937E519C6P-1 0X1.0067C6CEC8765P+0 0X1.92131FF884155P-2    -0X1.28370C1F4CC74P-2 -0X1.B09FCF216F12CP-5 -0X1.03F709DC236F6P-2    NAN
    94    0X1P-13    0X1.B4D2FA111199CP+0 -0X1.FBE2B2F3C6FA2P-5 0X1.070BA23FD09EAP-1    0X1.C4E07661C95D9P-4 -0X1.5275C6729103AP-1 -0X1.1E983F439C70DP-2    NAN
    95    0X1P-13    -0X1.74F4919A9FDF8P-2 0X1.EFC8BFF546805P-2 -0X1.421336024AA6CP-2    -0X1.1673809FD1C03P-2 0X1.6FF47F5D67844P-5 -0X1.2F11B00E3CC44P-2    NAN
    96    0X1P-13    0X1.93B71417D0ED2P-7 0X1.4B824E5B781CFP-2 0X1.9DEB5747C1166P-4    -0X1.3DD302B669E61P-1 -0X1.779718EE1E521P-2 -0X1.082D6D86B0E63P-3    NAN
    97    0X1P-13    -0X1.85A4141E2B02BP-2 0X1.21833C2178B9P-2 0X1.D1F17F5A26355P-2    0X1.099CB426B7B57P+0 -0X1.3087ED1782DEP-1 -0X1.7D74073ADB1D1P-1    NAN
    98    0X1P-13    0X1.21C774188C0C6P-2 0X1.A9A6E8C785498P-3 -0X1.4544A889F3BEAP-3    -0X1.32315F0DB2381P-2 -0X1.66FCB867467CP-3 0X1.338CF17AE270FP-3    NAN
    99    0X1P-13    -0X1.05AE68C9CA37CP-1 0X1.BB67DD7139DE6P-3 -0X1.3774F24F98CEP-2    0X1.8612BBFB67736P-1 -0X1.8AC624BBEECB7P-1 0X1.17613F9798152P-1    NAN
   100    0X1P-13    -0X1.BFB2DD9DF588FP-4 0X1.999C8754EAC88P-1 -0X1.93CB7BBBBAF64P-1    0X1.B0CED57AA5BP-3 -0X1.B81CD2685FA67P-4 0X1.575AE68C342B4P-3    NAN
   101    0X1P-13    0X1.DCC89847EF2F6P-1 0X1.2C0FD043E6809P-2 0X1.2E947E14DA8A1P-3    -0X1.3E5CF0C8CDCD4P-3 0X1.1770BDC54B939P-1 0X1.8E225BD24CD05P-5    NAN
   102    0X1P-13    -0X1.20E8D4C3C9195P-1 0X1.BCB363DD30D89P-2 0X1.A53AF7808AC0CP-2    -0X1.71448B6D5F66DP-2 -0X1.17C66A2BB06A8P-1 0X1.D6ADD756CF473P-1    NAN
   103    0X1P-13    0X1.1A797895F4FB8P-2 -0X1.FE5DA9A52C753P-4 -0X1.17AA1EDFD168EP-1    -0X1.15A00D1D64FD6P-1 -0X1.3412FFB7EC6E4P-3 -0X1.7DE28334391C9P-1    NAN
   104    0X1P-13    0X1.4687F9698456EP-4 0X1.A016006A058F5P-2 0X1.2E05EB84FC65FP-3    0X1.776B2C66E17D8P-1 -0X1.2EA45C7854465P-1 -0X1.0C0489291A03CP-1    NAN
   105    0X1P-13    0X1.795561164822BP-3 0X1.74DE4224A2B66P-5 -0X1.BA9BD072CF1C2P-8    0X1.EB5D6041C4CBP-2 0X1.FA0E553C08424P-7 0X1.2123C374452DP-1    NAN
   106    0X1P-13    -0X1.63C6A644AE21FP-3 -0X1.8C63630ACEB67P-1 0X1.7782BCFB3591EP+0    -0X1.CECC7BD2845AEP-2 -0X1.B094D7335658DP-2 -0X1.098C35CE94F41P-2    NAN
   107    0X1P-13    0X1.04998B31039CFP-2 0X1.3B52AEEED83BDP+1 -0X1.AEE51FEC84066P-3    -0X1.11C2B710E2595P-2 -0X1.4E5B9B19D286EP-4 -0X1.05BA6B3F38C63P-2    NAN
   108    0X1P-13    -0X1.0603EE372B2D6P-1 -0X1.5CE41413E02AEP-2 0X1.884EFC298BB0DP-2    -0X1.E56BC81BA38CFP-2 -0X1.6CADA7ADA06E3P-1 0X1.A65529BA19397P-4    NAN
   109    0X1P-13    -0X1.B3B2995F1D374P+0 0X1.F622B9937FC4FP-1 0X1.B205091503109P+1    0X1.E540EFB440241P-5 0X1.07DBC726BBAFEP-2 0X1.51064386740DDP-2    NAN
   110    0X1P-13    -0X1.5E8BF855BB83AP-2 0X1.1BDEC74A8F5EEP-3 -0X1.BCDB93653A682P-4    -0X1.61FA6B846CACCP-2 -0X1.695560BF4A259P-4 0X1.DD21E15373CD7P-3    NAN
   111    0X1P-13    -0X1.84D91E89162A9P+0 0X1.84D82227597FP-2 0X1.1201BB46741FAP+0    -0X1.9C30904E71A51P-5 -0X1.8DA8697644668P-3 0X1.E2D5B0CDFF8EBP-4    NAN
   112    0X1P-13    -0X1.04994C9BD1E0CP-3 0X1.C8813D8F07F0CP-2 -0X1.9509211EED409P-2    -0X1.65777ADFFB89AP-2 -0X1.82C778DCAA5CBP-3 -0X1.B7241509DCE22P-1    NAN
   113    0X1P-13    0X1.03BAF154D3594P-2 0X1.0DE0198C6F7DFP-1 0X1.4183137D74B11P-3    -0X1.3355F0311C1C8P-5 -0X1.C7078BBD230FCP-1 0X1.8A7D00C16841DP-3    NAN
   114    0X1P-13    0X1.08A1CD752F7B3P-2 0X1.7D64450FC28E6P-6 -0X1.DDF4FC8E45F2EP-3    0X1.485869B092395P-2 0X1.E0ECA91B35EC2P-3 -0X1.007D07E7250BAP-5    NAN
   115    0X1P-13    -0X1.2DBCC5E40D3FFP-6 0X1.88E69F0EDF907P-5 -0X1.03DF0EAFFCE05P-1    -0X1.7C14D75F6323P-3 0X1.E9B123824479BP-6 0X1.52E5D6A34BABEP-2    NAN
   116    0X1P-13    0X1.04F88179B0E63P-2 0X1.1D08746760029P-1 0X1.04759909A1376P-2    -0X1.813B3C34C6C6AP-1 0X1.B67096816FF0AP-1 0X1.A488425F0E89AP-5    NAN
